Query,Response
I cant remember the username .What should I do? பயனர்பெயர் எனக்கு நினைவில் இல்லை .நான் என்ன செய்ய வேண்டும்? Payaṉarpeyar eṉakku niṉaivil illai.Nāṉ eṉṉa ceyya vēṇṭum?,Please contact 1961 or 094112031001 (For overseas customers) Or Visit your nearest branch
I cant remember the password .What should I do? எனக்கு கடவுச்சொல் நினைவில் இல்லை .நான் என்ன செய்ய வேண்டும்? eṉakku kaṭavuccol niṉaivil illai.Nāṉ eṉṉa ceyya vēṇṭum?,Use the Forgot password option in the login screen of the Mobile Banking or the Internet banking
What should I do if I lose my Password? எனது கடவுச்சொல் தொலைந்தால் நான் என்ன செய்ய வேண்டும்? Eṉatu kaṭavuccol tolaintāl nāṉ eṉṉa ceyya vēṇṭum?,Immediately reset your password Using the option in the Settings of the Mobile Banking or the Internet banking to change your password OR Use the option Forgot password in the login screen of the Mobile Banking or the Internet banking to reset your password. OR Contact the Call Center through 1961
How can I view my account estatements? எனது கணக்கு எஸ்டேட்மென்ட்களை நான் எப்படிப் பார்ப்பது? eṉatu kaṇakku esṭēṭmeṉṭkaḷai nāṉ eppaṭip pārppatu?, You can download your own statement through our Internet banking system by following blow the steps HOME > ACCOUNT SERVICES >ACCOUNT SUMMARY > ACCOUNT DETAILS> TRANSACTION PERIOD AND DOWNLOAD> FIND THE STATEMENT IN THE MY FOLDER
Are there any limits to money transfers? பணப் பரிமாற்றங்களுக்கு ஏதேனும் வரம்புகள் உள்ளதா? Paṇap parimāṟṟaṅkaḷukku ētēṉum varampukaḷ uḷḷatā?,No limit to transfer money to own accounts in Peoples Bank If you registered at the facility after December 2020 LKR 100000 is the maximum limit to do fund tralimit is LKR 100000 Per transaction LKR 100000 To increasnsfer to third party accounts other banks and bill payment.
How can I deactivate online banking? ஆன்லைன் வங்கிச் சேவையை நான் எப்படி முடக்குவது? āṉlaiṉ vaṅkic cēvaiyai nāṉ eppaṭi muṭakkuvatu?, Contact the Call Center through 1961 or 094112031001 (For overseas customers)
What are the services facilities are available at ATMs? ஏடிஎம்களில் என்ன சேவை வசதிகள் உள்ளன? Ēṭi'emkaḷil eṉṉa cēvai vacatikaḷ uḷḷaṉa?, 1. Cash Withdrawal 2. Balance Inquiry 3. Cardless Cash Withdrawal 4. Mobile cash withdrawal
Do banks levy any service charge for use of other bank ATMs? மற்ற வங்கி ஏடிஎம்களைப் பயன்படுத்துவதற்கு வங்கிகள் ஏதேனும் சேவைக் கட்டணத்தை விதிக்கின்றனவா? maṟṟa vaṅki ēṭi'emkaḷaip payaṉpaṭuttuvataṟku vaṅkikaḷ ētēṉum cēvaik kaṭṭaṇattai vitikkiṉṟaṉavā?, 1. Cash Withdrawal 2. Balance Inquiry
While performing a transaction does the card automatically come out if the ATM gets switched off? பரிவர்த்தனை செய்யும் போது ஏடிஎம் அணைக்கப்பட்டால் கார்டு தானாகவே வெளியேறுமா? parivarttaṉai ceyyum pōtu ēṭi'em aṇaikkappaṭṭāl kārṭu tāṉākavē veḷiyēṟumā?, Yes
If the ATM gets switched off right before the cash withdrawal does the cash come out when the ATM gets switched on again? பணம் எடுப்பதற்கு முன் ஏடிஎம் அணைக்கப்பட்டால் paṇam eṭuppataṟku muṉ ēṭi'em aṇaikkappaṭṭāl mīṇṭum ēṭi'em āṉ ceyyumpōtu paṇam veḷiyēṟumā?, No
What is the procedure of a Kiosk bill payment reversal? கியோஸ்க் பில் செலுத்தும் முறை என்ன? Kiyōsk pil celuttum muṟai eṉṉa?,Should contact relevant Branch which kiosk is installed
What is the per day limit of 3rd party fund transfer? மூன்றாம் தரப்பு நிதி பரிமாற்றத்தின் ஒரு நாளின் வரம்பு என்ன? Mūṉṟām tarappu niti parimāṟṟattiṉ oru nāḷiṉ varampu eṉṉa?,Kiosk  Rs. 200000  per transaction
How long does it take to update a bill payment? பில் கட்டணத்தை புதுப்பிக்க எவ்வளவு நேரம் ஆகும்? pil kaṭṭaṇattai putuppikka evvaḷavu nēram ākum?,Real Time
Does the bank charge any service fee when performing transactions from the CDM and Kiosk? சிடிஎம் மற்றும் கியோஸ்கில் இருந்து பரிவர்த்தனைகளைச் செய்யும்போது வங்கி ஏதேனும் சேவைக் கட்டணத்தை வசூலிக்கிறதா? ciṭi'em maṟṟum kiyōskil iruntu parivarttaṉaikaḷaic ceyyumpōtu vaṅki ētēṉum cēvaik kaṭṭaṇattai vacūlikkiṟatā?, Kiosk  No CDM Yes for Bill Payments Rs. 10.00
What are the facilities available at CDMs and Kiosk? CDMகள் மற்றும் கியோஸ்கில் என்னென்ன வசதிகள் உள்ளன? CDMkaḷ maṟṟum kiyōskil eṉṉeṉṉa vacatikaḷ uḷḷaṉa?, 1. CDMs. 2. Cash Deposit 3. Bill Payments 4. Kiosk 5. Bill Payment 6. Pawning Payment 7. Fund Transfer 8. Balance Inquiry 9.PIN Change 10. PLC  Insurance Bill payment 11.Send Mobile cash
What is the maximum cash advance limit in ATM? ஏடிஎம்மில் அதிகபட்ச பண முன்பண வரம்பு என்ன? ēṭi'em'mil atikapaṭca paṇa muṉpaṇa varampu eṉṉa?, Rs. 100000.00 per day
How many transactions can be performed by a single card per day in CDM Kiosk? CDM கியோஸ்கில் ஒரு நாளைக்கு ஒரு கார்டு மூலம் எத்தனை பரிவர்த்தனைகள் செய்ய முடியும்? CDM kiyōskil oru nāḷaikku oru kārṭu mūlam ettaṉai parivarttaṉaikaḷ ceyya muṭiyum?, There is No limit  restriction
In an active card the reason why some customers cannot perform transactions for the first time? செயலில் உள்ள கார்டில்  சில வாடிக்கையாளர்கள் முதல் முறையாக பரிவர்த்தனை செய்ய முடியாததற்குக் காரணம் என்ன? ceyalil uḷḷa kārṭil cila vāṭikkaiyāḷarkaḷ mutal muṟaiyāka parivarttaṉai ceyya muṭiyātataṟkuk kāraṇam eṉṉa?,There is no such a issue contact 1961 for any clarification
When the cash get stuck inside the deposit machine how can it be recovered? டெபாசிட் இயந்திரத்தில் பணம் சிக்கியிருந்தால் அதை எவ்வாறு மீட்டெடுப்பது? ṭepāciṭ iyantirattil paṇam cikkiyiruntāl  atai evvāṟu mīṭṭeṭuppatu?,Should contact same Branch
What is the maximum deposit amount per day through CDM? CDM மூலம் ஒரு நாளைக்கு அதிகபட்ச டெபாசிட் தொகை என்ன? CDM mūlam oru nāḷaikku atikapaṭca ṭepāciṭ tokai eṉṉa?,No restriction
Does the bank facilitate card less transaction service? அட்டை குறைவான பரிவர்த்தனை சேவையை வங்கி எளிதாக்குகிறதா? aṭṭai kuṟaivāṉa parivarttaṉai cēvaiyai vaṅki eḷitākkukiṟatā?,Only for EB accounts
How to activate card less transaction service? அட்டை குறைவான பரிவர்த்தனை சேவையை எவ்வாறு செயல்படுத்துவது? aṭṭai kuṟaivāṉa parivarttaṉai cēvaiyai evvāṟu ceyalpaṭuttuvatu?,Should open EB account
What is the maximum amount that can be withdrawn through the card less cash service? கார்டு லெஸ் கேஷ் சர்வீஸ் மூலம் அதிகபட்சமாக எவ்வளவு பணம் எடுக்க முடியும்? kārṭu les kēṣ carvīs mūlam atikapaṭcamāka evvaḷavu paṇam eṭukka muṭiyum?,Rs. 15000.00
What should be done if the ATM issues damaged notes? ATM சேதமடைந்த நோட்டுகளை வழங்கினால் என்ன செய்ய வேண்டும்? ATM cētamaṭainta nōṭṭukaḷai vaḻaṅkiṉāl eṉṉa ceyya vēṇṭum?,Contact same Branch
What if the ATM issues less cash than the amount entered in the ATM? ஏடிஎம்மில் உள்ள தொகையை விட குறைவான பணத்தை ஏடிஎம் வழங்கினால் என்ன செய்வது? Ēṭi'em'mil uḷḷa tokaiyai viṭa kuṟaivāṉa paṇattai ēṭi'em vaḻaṅkiṉāl eṉṉa ceyvatu?,Not happen
What should be done if other bank ATM does not issue cash but the account gets debited? மற்ற வங்கி ஏ.டி.எம்.களில் பணம் வழங்காமல்  கணக்கில் டெபிட் செய்யப்பட்டால் என்ன செய்ய வேண்டும்? maṟṟa vaṅki ē.Ṭi.Em.Kaḷil paṇam vaḻaṅkāmal  kaṇakkil ṭepiṭ ceyyappaṭṭāl eṉṉa ceyya vēṇṭum?,Customer Should contact Peoples Card Center and send a request via email  card@peoplesbank.lk
What should be done if a card gets stuck in the ATM? ஏடிஎம்மில் கார்டு சிக்கினால் என்ன செய்ய வேண்டும்? Ēṭi'em'mil kārṭu cikkiṉāl eṉṉa ceyya vēṇṭum?,Customer should obtain new ATM card
Is it possible to pay peoples bank or other bank credit card payments through CDM or Kiosk? சிடிஎம் அல்லது கியோஸ்க் மூலம் மக்கள் வங்கி அல்லது பிற வங்கி கிரெடிட் கார்டு பணம் செலுத்த முடியுமா? ciṭi'em allatu kiyōsk mūlam makkaḷ vaṅki allatu piṟa vaṅki kireṭiṭ kārṭu paṇam celutta muṭiyumā?,Facility not available right now
What happens to the cash sent through mobile cash service if the beneficiary had lost the pin? பயனாளியின் பின்னை இழந்திருந்தால்  மொபைல் பணச் சேவை மூலம் அனுப்பப்பட்ட பணத்திற்கு என்ன நடக்கும்? Payaṉāḷiyiṉ piṉṉai iḻantiruntāl  mopail paṇac cēvai mūlam aṉuppappaṭṭa paṇattiṟku eṉṉa naṭakkum?, Senders Account will be credited after expiry of 24 hours
Is there a possibility to change credit card pin number from the ATM? ஏடிஎம்மில் இருந்து கிரெடிட் கார்டு பின் எண்ணை மாற்ற வாய்ப்பு உள்ளதா? ēṭi'em'mil iruntu kireṭiṭ kārṭu piṉ eṇṇai māṟṟa vāyppu uḷḷatā?,Yes
How to perform pawning payments through CDM? CDM மூலம் அடகு கொடுப்பனவுகளை எவ்வாறு செய்வது? CDM mūlam aṭaku koṭuppaṉavukaḷai evvāṟu ceyvatu?,Cant be paid via CDMs
What are the pin resert options? பின் ரிசர்ட் விருப்பங்கள் என்ன? piṉ ricarṭ viruppaṅkaḷ eṉṉa?, Pin reset can be done through the branch but they direct customers to the call centre. 
What is the IBAN (International Bank Account Number) of Peoples Bank? Do I need the Banks IBAN to send money to Sri Lanka? மக்கள் வங்கியின் IBAN (சர்வதேச வங்கி கணக்கு எண்) என்ன? இலங்கைக்கு பணம் அனுப்ப வங்கிகள் IBAN தேவையா? Makkaḷ vaṅkiyiṉ IBAN (carvatēca vaṅki kaṇakku eṇ) eṉṉa? Ilaṅkaikku paṇam aṉuppa vaṅkikaḷ IBAN tēvaiyā?,IBAN is not necessarily required to remit money to Sri Lanka and the following information with SWIFT Code is sufficient to send a telegraphic transfer with correct beneficiary details.
How to send Money Abroad for Import Purposes? இறக்குமதி நோக்கங்களுக்காக வெளிநாட்டிற்கு பணத்தை அனுப்புவது எப்படி? Iṟakkumati nōkkaṅkaḷukkāka veḷināṭṭiṟku paṇattai aṉuppuvatu eppaṭi?,Advance Payment Terms  (Cashin Advance)
How to send Money Abroad for Educational Purposes? கல்வி நோக்கங்களுக்காக வெளிநாட்டிற்கு பணத்தை எவ்வாறு அனுப்புவது? Kalvi nōkkaṅkaḷukkāka veḷināṭṭiṟku paṇattai evvāṟu aṉuppuvatu?, Documents Needed (for an initial payment) 1. Offer letter and the relevant documents issued by the University consisting allowable expenses for the student. 2. Copy of the passport 3. Copy of the visa page of the passport.  [Not required for the initial payment] 4. Copy of the Student ID  [Not required for the initial payment] 5. Duly completed Application Form  (Issued by the Bank)
How to send Money Abroad for Migration Purposes? இடம்பெயர்வு நோக்கங்களுக்காக வெளிநாட்டிற்கு பணத்தை எவ்வாறு அனுப்புவது? iṭampeyarvu nōkkaṅkaḷukkāka veḷināṭṭiṟku paṇattai evvāṟu aṉuppuvatu?, A Sri Lanka national who has been a resident of Sri Lanka and has obtained Permanent Residency (PR) or citizenship in another country including a dual citizen (hereinafter referred to as an emigrant) is eligible for the migration allowance which includes proceeds realized from the sale of movable and immovable property tangible and intangible assets owned by the emigrant and gifts received by the emigrant from the spouse and parents. Assets may include the value of precious stones precious metals personal jewellery and other assets held in Sri Lanka including estates inherited as beneficiaries.
How to send Money to Sri Lanka? இலங்கைக்கு பணத்தை அனுப்புவது எப்படி? Ilaṅkaikku paṇattai aṉuppuvatu eppaṭi?, Sending Money to Sri Lanka from Abroad  Inward remittances Peoples Remittance 1. Step into your Remitting Bank  Exchange Company (Peoples eRemittance Agent) 2. Instruct the Remitting Bank Exchange company to send the money to Peoples Bank
What is eRemittance? eRemittance என்றால் என்ன? eRemittance eṉṟāl eṉṉa?, ‘Peoples eRemittance is a webbased product of Peoples Bank supported by the latest technology to facilitate sending remittances to Sri Lanka within minutes. The aim is to offer new technology and system automations to ensure a speedy and smooth customer service.
How to open a PFCA A C? What are the documents needed? PFCA A C ஐ எவ்வாறு திறப்பது? என்ன ஆவணங்கள் தேவை? PFCA A C ai evvāṟu tiṟappatu? Eṉṉa āvaṇaṅkaḷ tēvai?,  Accounts may be opened in the form of a Savings Account  Fixed Deposit Account or current Accounts (Without cheque drawing)
Whar are the eligibility to open a PFCA A C? PFCA A C ஐ திறப்பதற்கான தகுதிகள் என்ன? PFCA A C ai tiṟappataṟkāṉa takutikaḷ eṉṉa?, 1. An individual including a minor who is a Sri Lankan national. 2. An individual of Sri Lankan origin including a minor who is a resident outside Sri Lanka. 3. A nonnational resident in Sri Lanka. 4. A nonnational either on temporary visit to Sri Lanka or intending to visit Sri Lanka. 5. An administrator or executor of the estates of a deceased person who maintained 6. A Personal Foreign Currency Account (PFCA) with that authorized dealer or restricted dealer until the completion of the administration of the deceased persons estate. facility) in any following Designated Foreign Currency. Account Opening Application and FATCA Declaration
How can I purchase Foreign Exchange from the Bank? நான் எப்படி வங்கியில் இருந்து அந்நியச் செலாவணியை வாங்குவது? nāṉ eppaṭi vaṅkiyil iruntu anniyac celāvaṇiyai vāṅkuvatu?,  Foreign Exchange Issuance Encashment Foreign exchange can be obtained by Sri Lankans in currency notes and drafts for travelling purposes educational purposes and migration….etc.The exchange limits will mainly depend on the purpose of the tour complying with the authorization limits imposed by Central Bank.
What are the Documents Needed to purchase Foreign Exchange from the Bank? வங்கியிலிருந்து அந்நியச் செலாவணி வாங்குவதற்குத் தேவையான ஆவணங்கள் என்ன? Vaṅkiyiliruntu anniyac celāvaṇi vāṅkuvataṟkut tēvaiyāṉa āvaṇaṅkaḷ eṉṉa?, 1. Valid Passport 2. Valid Visa for the intended tour. 3. Return Air ticket 4. Duly completed Application Form of the Bank 5. Form 1 of Central Bank  Click here to download
Who are the Remittance Agents of Peoples Bank? மக்கள் வங்கியின் பணம் அனுப்பும் முகவர்கள் யார்? makkaḷ vaṅkiyiṉ paṇam aṉuppum mukavarkaḷ yār?, Refer the List Of Foreign Currency Accounts (Standard Settlement Instructions) here.
How can I contact Representatives of Peoples Bank stationed Abroad? வெளிநாட்டில் உள்ள மக்கள் வங்கியின் பிரதிநிதிகளை நான் எவ்வாறு தொடர்பு கொள்வது? Veḷināṭṭil uḷḷa makkaḷ vaṅkiyiṉ piratinitikaḷai nāṉ evvāṟu toṭarpu koḷvatu?, Refer the List here.
How can I check the status of my credit card application? எனது கிரெடிட் கார்டு விண்ணப்பத்தின் நிலையை நான் எவ்வாறு சரிபார்க்கலாம்? Eṉatu kireṭiṭ kārṭu viṇṇappattiṉ nilaiyai nāṉ evvāṟu caripārkkalām?,You can call us on our Customer service hotline or email us on creditcards@hsbc.com.lk or you may write to us on P.O. Box 73 Colombo.
Ive applied for an HSBC credit card how can I check on the status of this? நான் HSBC கிரெடிட் கார்டுக்கு விண்ணப்பித்துள்ளேன்  இதன் நிலையை நான் எவ்வாறு சரிபார்க்கலாம்? Nāṉ HSBC kireṭiṭ kārṭukku viṇṇappittuḷḷēṉ, You can call us on our Customer service hotline or email us on creditcards@hsbc.com.lk or you may write to us on P.O. Box 73 Colombo with your application reference number or National Identity Card (NIC) Number.
What is the interest free period for a HSBC Credit Card? HSBC கிரெடிட் கார்டுக்கான வட்டியில்லா காலம் என்ன? HSBC kireṭiṭ kārṭukkāṉa vaṭṭiyillā kālam eṉṉa?,The interest free period for your HSBC credit card is from 21 days up to 51 days.
How long will it take to process my HSBC credit card application? எனது HSBC கிரெடிட் கார்டு விண்ணப்பத்தைச் செயல்படுத்த எவ்வளவு நேரம் ஆகும்? Eṉatu HSBC kireṭiṭ kārṭu viṇṇappattaic ceyalpaṭutta evvaḷavu nēram ākum?,Primary card  1 bank working day1   Supplementary card  1 bank working day1
What documentation do I need to provide when applying for an HSBC credit card? HSBC கிரெடிட் கார்டுக்கு விண்ணப்பிக்கும் போது நான் என்ன ஆவணங்களை வழங்க வேண்டும்? HSBC kireṭiṭ kārṭukku viṇṇappikkum pōtu nāṉ eṉṉa āvaṇaṅkaḷai vaḻaṅka vēṇṭum?,Click here to check the required documents 
Will I receive a PIN? நான் பின்னைப் பெறுவேனா? Nāṉ piṉṉaip peṟuvēṉā?,If you wish to obtain a pin a request should be made at the time applying for a credit card.
Can I change my PIN? எனது பின்னை மாற்ற முடியுமா? Eṉatu piṉṉai māṟṟa muṭiyumā?,Yes. You can change your PIN via any HSBC ATM at any given time.
What fees and charges are linked to the credit card? கிரெடிட் கார்டுடன் என்ன கட்டணங்கள் மற்றும் கட்டணங்கள் இணைக்கப்பட்டுள்ளன? Kireṭiṭ kārṭuṭaṉ eṉṉa kaṭṭaṇaṅkaḷ maṟṟum kaṭṭaṇaṅkaḷ iṇaikkappaṭṭuḷḷaṉa?,Primary Annual Fee and For other Fees and Charges please refer the Personal Banking Tariff
How many additional cards can I add to my existing HSBC credit card? எனது தற்போதைய எச்எஸ்பிசி கிரெடிட் கார்டில் எத்தனை கூடுதல் கார்டுகளைச் சேர்க்க முடியும்? eṉatu taṟpōtaiya ecespici kireṭiṭ kārṭil ettaṉai kūṭutal kārṭukaḷaic cērkka muṭiyum?,You can add up to 3 additional cards provided they are your immediate family members.
What is the Card Verification Value (CVV) number? கார்டு சரிபார்ப்பு மதிப்பு (CVV) எண் என்றால் என்ன? Kārṭu caripārppu matippu (CVV) eṇ eṉṟāl eṉṉa?,CVV or Card Verification Value is the three digit number available on the reverse side of your credit card.
Where can I access my HSBC credit card Statements? எனது HSBC கிரெடிட் கார்டு அறிக்கைகளை நான் எங்கு அணுகலாம்? Eṉatu HSBC kireṭiṭ kārṭu aṟikkaikaḷai nāṉ eṅku aṇukalām?,Your monthly statement will be delivered to you via the channel chosen by you. However should you wish to view your statement
How do I register for eStatements? eStatements க்கு நான் எவ்வாறு பதிவு செய்வது? EStatements kku nāṉ evvāṟu pativu ceyvatu?,Click here to check on how to enable eStatements
What should I do if I have lost my HSBC credit card? எனது எச்எஸ்பிசி கிரெடிட் கார்டை தொலைத்துவிட்டால் நான் என்ன செய்ய வேண்டும்? eṉatu ecespici kireṭiṭ kārṭai tolaittuviṭṭāl nāṉ eṉṉa ceyya vēṇṭum?,Report the loss of your credit card immediately to the Bank.
What should I do if I suspect there has been fraudulent activity on my credit card? எனது கிரெடிட் கார்டில் மோசடியான செயல்பாடு இருப்பதாக நான் சந்தேகித்தால் நான் என்ன செய்ய வேண்டும்? Eṉatu kireṭiṭ kārṭil mōcaṭiyāṉa ceyalpāṭu iruppatāka nāṉ cantēkittāl nāṉ eṉṉa ceyya vēṇṭum?,You need to call our 24hr call centre number provided on the reverse of your credit card and inform us of the suspected transaction on your credit card.
How do I set up a direct debit to pay my credit card account? எனது கிரெடிட் கார்டு கணக்கைச் செலுத்த நேரடிப் பற்றுவை எவ்வாறு அமைப்பது? Eṉatu kireṭiṭ kārṭu kaṇakkaic celutta nēraṭip paṟṟuvai evvāṟu amaippatu?,You can visit any of our branches and open a demand deposit account. Thereafter you can submit a request to set up a direct debit for your account via the Branch or via Personal Internet Banking service.
What do I do if my HSBC credit card is damaged? எனது HSBC கிரெடிட் கார்டு சேதமடைந்தால் நான் என்ன செய்வது? Eṉatu HSBC kireṭiṭ kārṭu cētamaṭaintāl nāṉ eṉṉa ceyvatu?,Please call our 24 call centre on the number provided at the reverse of your credit card between 7.00am  9.00pm and request for a replacement credit card.
Will I automatically receive a new HSBC credit card if my existing credit card is about to expire? எனது தற்போதைய கிரெடிட் கார்டு காலாவதியாகிவிட்டால்  நான் தானாகவே புதிய HSBC கிரெடிட் கார்டைப் பெறுவேனா? Eṉatu taṟpōtaiya kireṭiṭ kārṭu kālāvatiyākiviṭṭāl  nāṉ tāṉākavē putiya HSBC kireṭiṭ kārṭaip peṟuvēṉā?,Yes. You will receive a new credit card 30 days prior to the expiry of your existing credit card.
How can I increase or decrease my credit limit? எனது கிரெடிட் வரம்பை நான் எப்படி கூட்டுவது அல்லது குறைப்பது? Eṉatu kireṭiṭ varampai nāṉ eppaṭi kūṭṭuvatu allatu kuṟaippatu?,Please call our 24 call centre on the number provided on the reverse of your credit card and submit a request for same.
Can I use my HSBC credit card overseas? நான் எனது HSBC கிரெடிட் கார்டை வெளிநாட்டில் பயன்படுத்தலாமா? Nāṉ eṉatu HSBC kireṭiṭ kārṭai veḷināṭṭil payaṉpaṭuttalāmā?,Yes. You can use your HSBC Credit Card overseas by informing the bank to update the travel details.
Can I use my HSBC credit card at any ATM to withdraw cash? எனது எச்எஸ்பிசி கிரெடிட் கார்டை எந்த ஏடிஎம்மிலும் பணத்தை எடுக்க முடியுமா? Eṉatu ecespici kireṭiṭ kārṭai enta ēṭi'em'milum paṇattai eṭukka muṭiyumā?,Yes. You can use your HSBC credit card at any ATM which is on the Visa network to withdraw cash.
What is the maximum amount I can withdraw from an ATM? ஏடிஎம்மில் இருந்து நான் எடுக்கக்கூடிய அதிகபட்சத் தொகை என்ன? Ēṭi'em'mil iruntu nāṉ eṭukkakkūṭiya atikapaṭcat tokai eṉṉa?,HSBC Premier  LKR 200000 
How can I close my HSBC credit card account? எனது HSBC கிரெடிட் கார்டு கணக்கை நான் எப்படி மூடுவது? eṉatu HSBC kireṭiṭ kārṭu kaṇakkai nāṉ eppaṭi mūṭuvatu?,A written request can be handed over to our branches or posted to us (P.O Box 73 Colombo). You can also submit a request via personal internet banking or by calling our hotline number which is mentioned on the back of your credit card.
How do I change my personal details? எனது தனிப்பட்ட விவரங்களை எவ்வாறு மாற்றுவது? Eṉatu taṉippaṭṭa vivaraṅkaḷai evvāṟu māṟṟuvatu?,A written request can be handed over to our branches or posted to us (P.O. Box 73 Colombo). You can also submit a request via Personal Internet Banking (contact centre) or by calling the number given at the reverse of your credit card.
How do I make an HSBC credit card insurance claim? எச்எஸ்பிசி கிரெடிட் கார்டு இன்சூரன்ஸ் க்ளெய்மை எப்படி செய்வது? Ecespici kireṭiṭ kārṭu iṉcūraṉs kḷeymai eppaṭi ceyvatu?,Eligible customer need to contact the insurance company direct for any claims.
I cant remember my PIN what should I do? நான் என்ன செய்ய வேண்டும் என் PIN நினைவில் இல்லை? Nāṉ eṉṉa ceyya vēṇṭum eṉ PIN niṉaivil illai?,A written request can be handed over to our branches or posted to us (P.O. Box 73 Colombo). You can also submit a request via Personal Internet Banking (contact centre) or by calling the number given at the reverse of your credit card.
How do I query a transaction on my credit card statement? எனது கிரெடிட் கார்டு அறிக்கையில் ஒரு பரிவர்த்தனையை நான் எப்படி வினவுவது? Eṉatu kireṭiṭ kārṭu aṟikkaiyil oru parivarttaṉaiyai nāṉ eppaṭi viṉavuvatu?,A written request can be handed over to our branches or posted to us (P.O. Box 73 Colombo). You can also submit a request via Personal Internet Banking (contact centre) or by calling the number given at the reverse of your credit card.
How can I stop a recurring credit card transaction? தொடர்ச்சியான கிரெடிட் கார்டு பரிவர்த்தனையை நான் எப்படி நிறுத்துவது? Toṭarcciyāṉa kireṭiṭ kārṭu parivarttaṉaiyai nāṉ eppaṭi niṟuttuvatu?,A written request can be handed over to our branches or posted to us (P.O. Box 73 Colombo). You can also submit a request via Personal Internet Banking (contact centre) or by calling the number given at the reverse of your credit card.
