Query,Response
HNB FINANCE யாலு குழந்தைகள் சேமிப்புக் கணக்கைத் திறக்க என்ன தேவை?, HNB நிதி யாலு குழந்தைகள் சேமிப்புக் கணக்கை 18 வயதுக்குட்பட்ட குழந்தையின் பெற்றோர் அல்லது சட்டப்பூர்வ பாதுகாவலரால் தொடங்கலாம். 250 ரூபாய் அதிகபட்ச வைப்புத்தொகையுடன் 2. குழந்தையின் பிறப்புச் சான்றிதழின் சான்றளிக்கப்பட்ட நகல். 3. பெற்றோர் சட்டப் பாதுகாவலர்களின் அடையாள அட்டை செல்லுபடியாகும் PP DL இன் சான்றளிக்கப்பட்ட நகல்.
HNB FINANCE யாலு குழந்தைகள் சேமிப்புக் கணக்குகளுக்கான சிறப்பு அம்சங்கள் என்ன?, இரண்டு வகையான HNB நிதி யாலு சேமிப்புக் கணக்குகள் யாலு சேமிப்புக் கணக்கு பரிசுப் பொதியுடன் இந்தக் கணக்கில் கவர்ச்சிகரமான வட்டி விகிதமும்  கணக்குத் திறப்பு மற்றும் கணக்கு இருப்பு அதிகரிக்கும் போது பரிசும் அடங்கும்.
ஒரு மைனர் பெரும்பான்மை வயதை அடையும்போது என்ன நடக்கும்?, கணக்கின் நிலையை மாற்றக் கோரி நிறுவனம் ஒரு கடிதத்தை அனுப்பும். பெற்றோர் பாதுகாவலர் கையொப்பம் மற்றும் தேசிய அடையாள அட்டையின் நகலுடன் மைனர் மேஜர் என்ற பெயரில் புதிய சேமிப்பு விண்ணப்பத்தை அனுப்ப ஏற்பாடு செய்ய வேண்டும்.
HNB FINANCE யாலு குழந்தைகள் சேமிப்புக் கணக்கில் பெற்றோர் பாதுகாவலர் பணத்தை எடுக்க முடியுமா?, இல்லை. எனினும் பின்வரும் சிறப்புச் சூழ்நிலைகளில் பணம் எடுக்க அனுமதிக்கப்படுகிறது. 1. குழந்தைகளின் கல்வி மற்றும் மருத்துவச் செலவுகள் போன்ற தேவைகள் இருந்தால்  நிறுவனத்தை திருப்திப்படுத்தும் ஆவணங்களின் ஆதாரத்துடன் எழுத்துப்பூர்வ கோரிக்கையை சமர்ப்பிக்க வேண்டும். 2. சிறார்களின் கணக்கில் உள்ள இருப்பு முதல் வைப்புத் தேதியிலிருந்து அறுபது மாதங்கள் முடிந்தவுடன்  மைனரின் பெற்றோர் பாதுகாவலரின் எழுத்துப்பூர்வ அறிவுறுத்தலின் பேரில் அங்கீகரிக்கப்பட்ட டெபாசிட் எடுக்கும் நிறுவனத்தில் மைனரின் பெயரில் பராமரிக்கப்படும் கணக்கிற்கு மாற்றப்படலாம் அல்லது அதன்பிறகு எந்த நேரத்திலும். மைனர் மற்றும் கிராஸ்டு அக்கவுண்ட் பணம் பெறுபவருக்கு மட்டும் காசோலை மூலம் பரிமாற்றம் செய்யப்பட வேண்டும்
நான் எப்படி கணக்கை திறப்பது?,1. சேமிப்புக் கணக்கு தொடங்கும் போது  ​​கையொப்பத்துடன் முறையாகப் பூர்த்தி செய்யப்பட்ட கணக்கு திறப்பு விண்ணப்ப ஆணையைப் பெற வேண்டும். 2. சேமிப்புக் கணக்குகளைத் திறப்பதில் பின்வரும் ஆவணங்களில் ஏதேனும் ஒன்றின் மூலம் விண்ணப்பதாரரின் அடையாளத்தை நிறுவியிருக்க வேண்டும். தேசிய அடையாள அட்டை செல்லுபடியாகும் கடவுச்சீட்டு செல்லுபடியாகும் ஓட்டுநர் உரிமம் அடையாள எண்ணுடன் கூடிய மூத்த குடிமக்கள் அடையாள அட்டை
பாஸ்புக் தொலைந்து போனால் நான் என்ன செய்ய வேண்டும்?, பாஸ்புக் தொலைந்து போனால் உடனடியாக வங்கிக்கு தகவல் தெரிவிக்க வேண்டும் என்றும்  அந்த பாஸ்புக் அந்நியமாகாமல் இருக்க வேண்டும் என்றும் வாடிக்கையாளருக்கு தெரிவிக்க வேண்டும் வழக்கறிஞர் சுயாதீனமாக சரிபார்க்கப்பட வேண்டும்.
தனிநபர் கடனுக்கு நான் எவ்வாறு விண்ணப்பிக்கலாம் மற்றும் சமர்ப்பிக்க வேண்டிய ஆவணங்கள் என்ன?, பின்வரும் ஆவணங்களுடன் உங்கள் நிரந்தர குடியிருப்பு அல்லது பணிபுரியும் நிலையத்திற்கு அருகிலுள்ள மக்கள் வங்கிக் கிளைக்குச் செல்லவும். சமீபத்திய மூன்று தொடர்ச்சியான ஊதியத் தாள்கள் நியமனக் கடிதம் அல்லது சேவைச் சான்றிதழின் நகல்
சேமிப்புக் கணக்கில் நான் பராமரிக்க வேண்டிய குறைந்தபட்ச இருப்பு எவ்வளவு?, ரூ. 1000
மைனர் (குழந்தைகள்) கணக்கை எவ்வாறு திறப்பது?, மைனரின் பெற்றோர் அல்லது கோர்டியன் அவர் சார்பாக தொடர்புடைய படிவங்களை பூர்த்தி செய்ய வேண்டும். இருப்பினும் மைனர் பெயரில் கணக்கு பராமரிக்கப்பட வேண்டும். பிறப்புச் சான்றிதழ் கட்டாயம் .
செயலற்ற கணக்கை நான் எவ்வாறு செயல்படுத்துவது?, உங்கள் கணக்கு வைத்திருக்கும் கிளைக்கு உங்களின் பாஸ்புக்குடன் சென்று உங்களின் செயலற்ற கணக்கை செயல்படுத்த பணம் எடுக்கவும்.
ஒரு நாளைக்கு குறைந்தபட்சம் மற்றும் அதிகபட்சமாக பணம் எடுப்பதற்கான வரம்புகள் ஏதேனும் உள்ளதா?, இல்லை
நான் எவ்வாறு சேவைகளை அணுகுவது?, இணைய வங்கி வசதிக்கான அணுகல் (மக்கள் வலை) இதை மக்கள் வங்கியின் இணையதளம் (www.peoplesbank.lk) வழியாக அணுகலாம்  அதன்பின் ஆன்லைன் வங்கி ஐகானைக் கிளிக் செய்த பிறகு இணைய வங்கி ஐகானைக் கிளிக் செய்யவும். மொபைல் பேங்கிங் வசதி (மக்கள் அலை) பீப்பிள்ஸ் வேவ் செயலியை ப்ளே ஸ்டோரிலிருந்து மொபைல் ஃபோனில் பதிவிறக்கம் செய்து நிறுவலாம் (ஆண்ட்ராய்டு பதிப்பு 4.4 ஆப்பிள் (ஐஓஎஸ்) பதிப்பு 8.0.) மற்றும் ஆப் கேலரி (ஹுவாய்)
OTP என்றால் என்ன?, OTP என்பது கணினியால் உருவாக்கப்பட்ட ஒரு முறை கடவுச்சொல்லைக் குறிக்கிறது. வங்கியில் பதிவுசெய்யப்பட்ட உங்கள் மொபைல் எண் அல்லது மின்னஞ்சலுக்கு OTPயைப் பெறுவீர்கள்.
ஃபிஷிங் இமேஜ் என்றால் என்ன?, உங்கள் ஆன்லைன் வங்கி வசதிக்கான அங்கீகாரமற்ற அணுகலைத் தவிர்க்க ஃபிஷிங் படங்கள் பயன்படுத்தப்படுகின்றன. பதிவின் போது நீங்கள் விரும்பும் படங்களின் பட்டியலிலிருந்து படத்தைத் தேர்ந்தெடுக்கவும்  உங்கள் கடவுச்சொல்லை மறந்துவிட்டால் அதைப் பயன்படுத்த வேண்டும்.
ஃபிஷிங் கட்டம் என்றால் என்ன?, வாடிக்கையாளரின் விருப்பப்படி 08க்கு குறையாத மற்றும் 40 இலக்கங்களுக்கு மிகாமல் இருக்கும் பதிவில் ஃபிஷிங் கட்டம் நுழைய வேண்டும்.
கடவுச்சொல்லை எவ்வாறு உள்ளிடுவது ?,கடவுச்சொல் 08 12 எழுத்துக்களைக் கொண்டிருக்க வேண்டும். குறைந்தபட்சம் ஒரு ஆங்கில மூலதனம் ஒரு எளிய எழுத்து ஒரு சிறப்பு சின்னம் மற்றும் ஒரு இலக்கம் அதில் சேர்க்கப்பட வேண்டும்.
பயனர் பெயரை உள்ளிடுவது எப்படி?, பயனர் பெயர் 3 12 ஆங்கில எழுத்துக்கள் மற்றும் எண்கள் ஆங்கில எழுத்துக்கள் அல்லது எண்களுக்கு இடையில் இருக்க வேண்டும். தயவுசெய்து எந்தவொரு பொதுவான பயனர் பெயரையும் உள்ளிட வேண்டாம் எ.கா. ஷெஹான்
பதிவு செய்வதற்கான செயல்முறை என்ன?, 1. கணக்கின் வகையைத் தேர்ந்தெடுத்து கணக்கு எண்ணை உள்ளிடவும். 2. அடையாள அட்டையின் வகையைத் தேர்ந்தெடுத்து அடையாள அட்டை எண்ணை உள்ளிடவும். 3.திரையில் தோன்றும் விதிமுறைகள் மற்றும் நிபந்தனைகளுடன் உடன்பாடு அல்லது உடன்பாடு இல்லாமை. 4.திரையில் தோன்றும் ஃபிஷிங் படங்களில் ஒன்றைத் தேர்ந்தெடுக்கவும். அதன் பிறகு ஒரு தனிப்பட்ட சொற்றொடரை உள்ளிடவும் 5. கடவுச்சொல்லை உள்ளிட்டு அதே கடவுச்சொல்லை மீண்டும் உள்ளிடவும் 6. அணுகல் அளவைத் தேர்ந்தெடுக்கவும் விசாரணை முழு என்பதைத் தேர்ந்தெடுக்க வேண்டும். 7. ஒரு முறை கடவுச்சொல் (OTP) பெறப்படும் ஊடகமாக SMS அல்லது மின்னஞ்சலைத் தேர்ந்தெடுக்க வேண்டும். 8. OTP கோரிக்கையைக் கிளிக் செய்யவும் 9. கணினியில் OTP என தோன்றும் இடத்தில் SMS அல்லது மின்னஞ்சல் மூலம் பெறப்பட்ட OTP ஐச் செருகவும் மற்றும் தொடரவும் என்பதைக் கிளிக் செய்யவும் 10. பதிவு வெற்றிகரமாக உள்ளதா அல்லது தோல்வியடைந்ததா என்பதைத் தெரிவிக்கும் அறிவிப்பைப் பெறுவீர்கள்.
இந்த சேவைக்கு கட்டணம் உள்ளதா?, முதல் ஆறு மாதங்களுக்கு ஆறு மாத சலுகை காலம் வழங்கப்படும். அதன்பிறகு  இந்த சேவைக்கான கட்டணம் மாதத்திற்கு 25 ரூபாய்.
எனது கடவுச்சொல்லை எவ்வாறு மாற்றுவது?, உங்கள் கடவுச்சொல்லை மாற்ற மொபைல் வங்கி அல்லது இணைய வங்கியின் அமைப்புகளுக்குச் செல்லவும்.
பயனர்பெயர் எனக்கு நினைவில் இல்லை .நான் என்ன செய்ய வேண்டும்?, தயவு செய்து 1961 அல்லது +94112031001 (வெளிநாட்டு வாடிக்கையாளர்களுக்கு) தொடர்பு கொள்ளவும் அல்லது உங்கள் அருகில் உள்ள கிளையைப் பார்வையிடவும்
எனக்கு கடவுச்சொல் நினைவில் இல்லை .நான் என்ன செய்ய வேண்டும்?, மொபைல் பேங்கிங் அல்லது இன்டர்நெட் பேங்கிங்கின் உள்நுழைவுத் திரையில் கடவுச்சொல்லை மறந்துவிட்ட விருப்பத்தைப் பயன்படுத்தவும்.
எனது கடவுச்சொல் தொலைந்தால் நான் என்ன செய்ய வேண்டும்?, உங்கள் கடவுச்சொல்லை மாற்றுவதற்கு மொபைல் வங்கி அல்லது இணைய வங்கியின் அமைப்புகளில் உள்ள விருப்பத்தைப் பயன்படுத்தி உடனடியாக உங்கள் கடவுச்சொல்லை மீட்டமைக்கவும் அல்லது மொபைல் வங்கி அல்லது இணையத்தின் உள்நுழைவுத் திரையில் கடவுச்சொல்லை மறந்துவிட்டீர்கள் என்ற விருப்பத்தைப் பயன்படுத்தவும். உங்கள் கடவுச்சொல்லை மீட்டமைக்க வங்கி. அல்லது 1961 மூலம் கால் சென்டரைத் தொடர்பு கொள்ளவும்
எனது கணக்கு எஸ்டேட்மென்ட்களை நான் எப்படிப் பார்ப்பது?, முகப்பு > கணக்குச் சேவைகள் > கணக்குச் சுருக்கம் > கணக்கு விவரங்கள் > பரிவர்த்தனை காலம் மற்றும் பதிவிறக்கம் > எனது கோப்புறையில் உள்ள அறிக்கையைக் கண்டறியவும்.
பணப் பரிமாற்றங்களுக்கு ஏதேனும் வரம்புகள் உள்ளதா?, மக்கள் வங்கியில் உள்ள சொந்தக் கணக்குகளுக்குப் பணத்தை மாற்ற வரம்பு இல்லை டிசம்பர் 2020க்குப் பிறகு நீங்கள் அந்த வசதியில் பதிவுசெய்திருந்தால் ஒரு பரிவர்த்தனைக்கு ரூ. 100000 அதிகபட்ச வரம்பு ரூ. 100000 ரூ. 100000 ஆகும். கட்சி கணக்குகள் மற்ற வங்கிகள் மற்றும் பில் செலுத்துதல்.
ஆன்லைன் வங்கிச் சேவையை நான் எப்படி முடக்குவது?, 1961 அல்லது +94112031001 (வெளிநாட்டு வாடிக்கையாளர்களுக்கு) மூலம் கால் சென்டரைத் தொடர்புகொள்ளவும்.
ஏடிஎம்களில் என்ன சேவை வசதிகள் உள்ளன?, 1. பணம் திரும்பப் பெறுதல் 2. இருப்பு விசாரணை 3. அட்டை இல்லாமல் பணம் எடுப்பது 4. மொபைல் பணம் எடுப்பது
மற்ற வங்கி ஏடிஎம்களைப் பயன்படுத்துவதற்கு வங்கிகள் ஏதேனும் சேவைக் கட்டணத்தை விதிக்கின்றனவா?, 1. பணம் திரும்பப் பெறுதல் 2. இருப்பு விசாரணை
பரிவர்த்தனை செய்யும் போது ஏடிஎம் அணைக்கப்பட்டால் கார்டு தானாகவே வெளியேறுமா?, ஆம்
பணம் எடுப்பதற்கு முன் ஏடிஎம் அணைக்கப்பட்டால் மீண்டும் ஏடிஎம் ஆன் செய்யும்போது பணம் வெளியேறுமா?,இல்லை
கியோஸ்க் பில் செலுத்தும் முறை என்ன?, எந்த கியோஸ்க் நிறுவப்பட்டுள்ளதோ அந்த கிளையைத் தொடர்பு கொள்ள வேண்டும்.
மூன்றாம் தரப்பு நிதி பரிமாற்றத்தின் ஒரு நாளின் வரம்பு என்ன?, கியோஸ்க் ரூ. ஒரு பரிவர்த்தனைக்கு 200000
பில் கட்டணத்தை புதுப்பிக்க எவ்வளவு நேரம் ஆகும்?, நிகழ்நேரம்
சிடிஎம் மற்றும் கியோஸ்கில் இருந்து பரிவர்த்தனைகளைச் செய்யும்போது வங்கி ஏதேனும் சேவைக் கட்டணத்தை வசூலிக்கிறதா?, கியோஸ்க் இல்லை சிடிஎம் ஆம் பில் கொடுப்பனவுகளுக்கு ரூ. 10.00
CDMகள் மற்றும் கியோஸ்கில் என்னென்ன வசதிகள் உள்ளன?, 1. CDMகள். 2. பண வைப்பு 3. பில் கொடுப்பனவுகள் 4. கியோஸ்க் 5. பில் கொடுப்பனவு 6. அடகு வைப்பு பணம் 7. நிதி பரிமாற்றம் 8. இருப்பு விசாரணை 9. PIN மாற்றம் 10. PLC இன்சூரன்ஸ் பில் கட்டணம் 11. மொபைல் பணத்தை அனுப்பவும்
ஏடிஎம்மில் அதிகபட்ச பண முன்பண வரம்பு என்ன?, ரூ. ஒரு நாளைக்கு 100000.00
CDM கியோஸ்கில் ஒரு நாளைக்கு ஒரு கார்டு மூலம் எத்தனை பரிவர்த்தனைகள் செய்ய முடியும்?, வரம்பு கட்டுப்பாடு இல்லை
செயலில் உள்ள கார்டில்  சில வாடிக்கையாளர்கள் முதல் முறையாக பரிவர்த்தனை செய்ய முடியாததற்குக் காரணம் என்ன?, இது போன்ற சிக்கல் ஏதும் இல்லை என்பதை தெளிவுபடுத்த 1961ஐத் தொடர்பு கொள்ளவும்
டெபாசிட் இயந்திரத்தில் பணம் சிக்கியிருந்தால் அதை எவ்வாறு மீட்டெடுப்பது?, அதே கிளையைத் தொடர்பு கொள்ள வேண்டும்
CDM மூலம் ஒரு நாளைக்கு அதிகபட்ச டெபாசிட் தொகை என்ன?, கட்டுப்பாடு இல்லை
அட்டை குறைவான பரிவர்த்தனை சேவையை வங்கி எளிதாக்குகிறதா?, EB கணக்குகளுக்கு மட்டும்
அட்டை குறைவான பரிவர்த்தனை சேவையை எவ்வாறு செயல்படுத்துவது?, EB கணக்கைத் திறக்க வேண்டும்
கார்டு லெஸ் கேஷ் சர்வீஸ் மூலம் அதிகபட்சமாக எவ்வளவு பணம் எடுக்க முடியும்?,ரூ. 15000.00
ATM சேதமடைந்த நோட்டுகளை வழங்கினால் என்ன செய்ய வேண்டும்?, அதே கிளையை தொடர்பு கொள்ளவும்
ஏடிஎம்மில் உள்ள தொகையை விட குறைவான பணத்தை ஏடிஎம் வழங்கினால் என்ன செய்வது?, நடக்காது
மற்ற வங்கி ஏ.டி.எம்.களில் பணம் வழங்காமல்  கணக்கில் டெபிட் செய்யப்பட்டால் என்ன செய்ய வேண்டும்?, வாடிக்கையாளர் மக்கள் அட்டை மையத்தைத் தொடர்பு கொண்டு  card@peoplesbank.lk என்ற மின்னஞ்சல் மூலம் கோரிக்கையை அனுப்ப வேண்டும்.
ஏடிஎம்மில் கார்டு சிக்கினால் என்ன செய்ய வேண்டும்?, வாடிக்கையாளர் புதிய ஏடிஎம் கார்டைப் பெற வேண்டும்
சிடிஎம் அல்லது கியோஸ்க் மூலம் மக்கள் வங்கி அல்லது பிற வங்கி கிரெடிட் கார்டு பணம் செலுத்த முடியுமா?, தற்போது வசதி இல்லை.
பயனாளியின் பின்னை இழந்திருந்தால்  மொபைல் பணச் சேவை மூலம் அனுப்பப்பட்ட பணத்திற்கு என்ன நடக்கும்?, 24 மணிநேரம் காலாவதியான பிறகு அனுப்புநர்கள் கணக்கு வரவு வைக்கப்படும்
ஏடிஎம்மில் இருந்து கிரெடிட் கார்டு பின் எண்ணை மாற்ற வாய்ப்பு உள்ளதா?, ஆம்
CDM மூலம் அடகு கொடுப்பனவுகளை எவ்வாறு செய்வது?, CDMகள் மூலம் செலுத்த முடியாது
பின் ரிசர்ட் விருப்பங்கள் என்ன?, கிளை மூலம் பின் ரீசெட் செய்யலாம் ஆனால் அவை வாடிக்கையாளர்களை கால் சென்டருக்கு அனுப்புகின்றன.
மக்கள் வங்கியின் IBAN (சர்வதேச வங்கி கணக்கு எண்) என்ன? இலங்கைக்கு பணம் அனுப்ப வங்கிகள் IBAN தேவையா?, இலங்கைக்கு பணத்தை அனுப்புவதற்கு IBAN அவசியமில்லை  மேலும் SWIFT குறியீட்டுடன் கூடிய பின்வரும் தகவல்கள் சரியான பயனாளிகளின் விவரங்களுடன் தந்தி பரிமாற்றத்தை அனுப்ப போதுமானது.
இறக்குமதி நோக்கங்களுக்காக வெளிநாட்டிற்கு பணத்தை அனுப்புவது எப்படி?, முன்பணம் செலுத்தும் விதிமுறைகள் (Cashin Advance)
கல்வி நோக்கங்களுக்காக வெளிநாட்டிற்கு பணத்தை எவ்வாறு அனுப்புவது?, தேவையான ஆவணங்கள் (ஆரம்பக் கட்டணத்திற்கு) 1. சலுகைக் கடிதம் மற்றும் மாணவருக்கான அனுமதிக்கப்பட்ட செலவுகளைக் கொண்ட பல்கலைக்கழகத்தால் வழங்கப்பட்ட தொடர்புடைய ஆவணங்கள். 2. பாஸ்போர்ட்டின் நகல் 3. பாஸ்போர்ட்டின் விசா பக்கத்தின் நகல். [ஆரம்பக் கட்டணத்திற்குத் தேவையில்லை] 4. மாணவர் ஐடியின் நகல் [தொடக்கக் கட்டணத்திற்குத் தேவையில்லை] 5. முறையாகப் பூர்த்தி செய்யப்பட்ட விண்ணப்பப் படிவம் (வங்கியால் வழங்கப்பட்டது)
இடம்பெயர்வு நோக்கங்களுக்காக வெளிநாட்டிற்கு பணத்தை எவ்வாறு அனுப்புவது?, இலங்கையில் வசிப்பவராக இருந்து நிரந்தர வதிவிடப் (PR) அல்லது இரட்டைக் குடியுரிமை பெற்ற (இனிமேல் புலம்பெயர்ந்தவர் என குறிப்பிடப்படும்) வேறு நாட்டில் குடியுரிமை பெற்றுள்ள இலங்கைப் பிரஜை ஒருவர் இதற்குத் தகுதியுடையவராவார். புலம்பெயர்ந்தோருக்குச் சொந்தமான அசையும் மற்றும் அசையாச் சொத்தின் உறுதியான மற்றும் அசையா சொத்துக்களை விற்பனை செய்வதன் மூலம் பெறப்பட்ட வருமானம் மற்றும் புலம்பெயர்ந்தவர் மனைவி மற்றும் பெற்றோரிடமிருந்து பெறப்பட்ட பரிசுகளை உள்ளடக்கிய இடம்பெயர்வு கொடுப்பனவு. சொத்துக்களில் விலைமதிப்பற்ற கற்கள் விலைமதிப்பற்ற உலோகங்கள் தனிப்பட்ட நகைகள் மற்றும் பயனாளிகளாக மரபுரிமையாக பெறப்பட்ட தோட்டங்கள் உட்பட இலங்கையில் வைத்திருக்கும் பிற சொத்துக்கள் இருக்கலாம்.
இலங்கைக்கு பணத்தை அனுப்புவது எப்படி?, வெளிநாட்டில் இருந்து இலங்கைக்கு பணம் அனுப்புதல்  மக்கள் பணம் அனுப்புதல் 1. உங்கள் பணம் அனுப்பும் வங்கி பரிவர்த்தனை நிறுவனத்திற்கு (மக்கள் ஈ-ரெமிட்டன்ஸ் முகவர்) செல்லுங்கள் 2. பணத்தை மக்கள் வங்கிக்கு அனுப்புமாறு அனுப்பும் வங்கி பரிமாற்ற நிறுவனத்திற்கு அறிவுறுத்துங்கள்
eRemittance என்றால் என்ன?, ‘Peoples eRemittance என்பது  சில நிமிடங்களில் இலங்கைக்கு பணம் அனுப்புவதற்கு வசதியாக  சமீபத்திய தொழில்நுட்பத்தால் ஆதரிக்கப்படும் மக்கள் வங்கியின் இணைய அடிப்படையிலான தயாரிப்பாகும். விரைவான மற்றும் மென்மையான வாடிக்கையாளர் சேவையை உறுதி செய்வதற்காக புதிய தொழில்நுட்பம் மற்றும் சிஸ்டம் ஆட்டோமேஷன்களை வழங்குவதே இதன் நோக்கமாகும்.
PFCA A C ஐ எவ்வாறு திறப்பது? என்ன ஆவணங்கள் தேவை?, கணக்குகள் சேமிப்பு கணக்கு நிலையான வைப்பு கணக்கு அல்லது நடப்பு கணக்குகள் (காசோலை வரைதல் இல்லாமல்) வடிவத்தில் திறக்கப்படலாம்.
PFCA A C ஐ திறப்பதற்கான தகுதிகள் என்ன?, 1. இலங்கைப் பிரஜையான மைனர் உட்பட ஒரு தனிநபர். 2. இலங்கைக்கு வெளியில் வசிக்கும் மைனர் உட்பட இலங்கை வம்சாவளியைச் சேர்ந்த தனிநபர். 3. இலங்கையில் வசிப்பவர் அல்லாதவர். 4. இலங்கைக்கு தற்காலிக விஜயத்தில் அல்லது இலங்கைக்கு விஜயம் செய்ய உத்தேசித்துள்ள நாட்டவர் அல்லாதவர். 5. இறந்த நபரின் எஸ்டேட்களின் நிர்வாகி அல்லது செயல்படுத்துபவர் 6. இறந்த நபரின் எஸ்டேட்டின் நிர்வாகம் முடியும் வரை அந்த அங்கீகரிக்கப்பட்ட வியாபாரி அல்லது தடைசெய்யப்பட்ட வியாபாரியுடன் தனிப்பட்ட வெளிநாட்டு நாணயக் கணக்கு (PFCA). வசதி) பின்வரும் ஏதேனும் நியமிக்கப்பட்ட வெளிநாட்டு நாணயத்தில். கணக்கு திறக்கும் விண்ணப்பம் மற்றும் FATCA அறிவிப்பு
நான் எப்படி வங்கியில் இருந்து அந்நியச் செலாவணியை வாங்குவது?, அந்நியச் செலாவணி வெளியீடு என்காஷ்மென்ட் வெளிநாட்டுச் செலாவணியை இலங்கையர்கள் கரன்சி நோட்டுகள் மற்றும் வரைவுகளில் கல்வி நோக்கங்கள் மற்றும் இடம்பெயர்வு போன்றவற்றில் பெறலாம்.. பரிமாற்ற வரம்புகள் முக்கியமாக அதன் நோக்கத்தைப் பொறுத்தது மத்திய வங்கியால் விதிக்கப்பட்ட அங்கீகார வரம்புகளுக்கு இணங்க சுற்றுப்பயணம்.
வங்கியிலிருந்து அந்நியச் செலாவணி வாங்குவதற்குத் தேவையான ஆவணங்கள் என்ன?, 1. செல்லுபடியாகும் பாஸ்போர்ட் 2. உத்தேசித்துள்ள சுற்றுப்பயணத்திற்கு செல்லுபடியாகும் விசா. 3. திரும்ப விமான டிக்கெட் 4. வங்கியின் முறையாக பூர்த்தி செய்யப்பட்ட விண்ணப்பப் படிவம் 5. மத்திய வங்கியின் படிவம் 1 பதிவிறக்கம் செய்ய இங்கே கிளிக் செய்யவும்
மக்கள் வங்கியின் பணம் அனுப்பும் முகவர்கள் யார்?, வெளிநாட்டு நாணயக் கணக்குகளின் பட்டியலை (நிலையான தீர்வு வழிமுறைகள்) இங்கே பார்க்கவும்.
வெளிநாட்டில் உள்ள மக்கள் வங்கியின் பிரதிநிதிகளை நான் எவ்வாறு தொடர்பு கொள்வது?, பட்டியலை இங்கே பார்க்கவும்.
எனது கிரெடிட் கார்டு விண்ணப்பத்தின் நிலையை நான் எவ்வாறு சரிபார்க்கலாம்?, நீங்கள் எங்களை எங்கள் வாடிக்கையாளர் சேவை ஹாட்லைனில் அழைக்கலாம் அல்லது creditcards@hsbc.com.lk என்ற மின்னஞ்சல் முகவரிக்கு மின்னஞ்சல் செய்யலாம் அல்லது நீங்கள் எங்களுக்கு P.O. இல் எழுதலாம். பெட்டி 73 கொழும்பு.
நான் HSBC கிரெடிட் கார்டுக்கு விண்ணப்பித்துள்ளேன்  இதன் நிலையை நான் எவ்வாறு சரிபார்க்கலாம்?, நீங்கள் எங்களை எங்கள் வாடிக்கையாளர் சேவை ஹாட்லைனில் அழைக்கலாம் அல்லது creditcards@hsbc.com.lk என்ற மின்னஞ்சல் முகவரிக்கு மின்னஞ்சல் செய்யலாம் அல்லது P.O இல் எங்களுக்கு எழுதலாம். உங்கள் விண்ணப்பக் குறிப்பு எண் அல்லது தேசிய அடையாள அட்டை (NIC) எண்ணுடன் 73 கொழும்பு பெட்டி.
HSBC கிரெடிட் கார்டுக்கான வட்டியில்லா காலம் என்ன?, உங்கள் HSBC கிரெடிட் கார்டுக்கான வட்டியில்லா காலம் 21 நாட்கள் முதல் 51 நாட்கள் வரை.
எனது HSBC கிரெடிட் கார்டு விண்ணப்பத்தைச் செயல்படுத்த எவ்வளவு நேரம் ஆகும்?, முதன்மை அட்டை 1 வங்கி வேலை நாள்1 துணை அட்டை 1 வங்கி வேலை நாள்1
HSBC கிரெடிட் கார்டுக்கு விண்ணப்பிக்கும் போது நான் என்ன ஆவணங்களை வழங்க வேண்டும்?, தேவையான ஆவணங்களை சரிபார்க்க இங்கே கிளிக் செய்யவும்
நான் பின்னைப் பெறுவேனா?, நீங்கள் பின்னைப் பெற விரும்பினால்  கிரெடிட் கார்டுக்கு விண்ணப்பிக்கும் நேரத்தில் ஒரு கோரிக்கையை முன்வைக்க வேண்டும்.
எனது பின்னை மாற்ற முடியுமா?, ஆம். எந்த நேரத்திலும் எந்த HSBC ATM மூலமாகவும் உங்கள் பின்னை மாற்றலாம்.
கிரெடிட் கார்டுடன் என்ன கட்டணங்கள் மற்றும் கட்டணங்கள் இணைக்கப்பட்டுள்ளன?, முதன்மை ஆண்டுக் கட்டணம் மற்றும் பிற கட்டணங்கள் மற்றும் கட்டணங்களுக்கு  தனிப்பட்ட வங்கிக் கட்டணத்தைப் பார்க்கவும்
எனது தற்போதைய எச்எஸ்பிசி கிரெடிட் கார்டில் எத்தனை கூடுதல் கார்டுகளைச் சேர்க்க முடியும்?, உங்களின் உடனடி குடும்ப உறுப்பினர்களாக இருந்தால் 3 கூடுதல் கார்டுகள் வரை சேர்க்கலாம்.
கார்டு சரிபார்ப்பு மதிப்பு (CVV) எண் என்றால் என்ன?, CVV அல்லது கார்டு சரிபார்ப்பு மதிப்பு என்பது உங்கள் கிரெடிட் கார்டின் பின்புறத்தில் உள்ள மூன்று இலக்க எண்ணாகும்.
எனது HSBC கிரெடிட் கார்டு அறிக்கைகளை நான் எங்கு அணுகலாம்?, நீங்கள் தேர்ந்தெடுத்த சேனல் மூலம் உங்கள் மாதாந்திர அறிக்கை உங்களுக்கு வழங்கப்படும். எவ்வாறாயினும்  உங்கள் அறிக்கையைப் பார்க்க விரும்பினால்  நீங்கள் தனிப்பட்ட இணைய வங்கியில் உள்நுழைந்து அதைக் கோரலாம் அல்லது ஏதேனும் HSBC ஏடிஎம் மூலம் அதைக் கோரலாம் அல்லது உங்கள் கிரெடிட் கார்டின் பின்புறத்தில் உள்ள எண்ணில் எங்களை அழைத்து அதைக் கோரலாம்.
